date,train_id,route_id,section_id,origin_station,destination_station,distance_km,scheduled_section_time_min,actual_section_time_min,current_delay_min,average_speed_kmph,congestion_level,weather_condition,operational_event,dwell_time_min,historical_section_avg_time
2025-01-28,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,66,0,83.9,0.46,Clear,Normal,9,86
2025-01-28,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,78,0,93.8,0.79,Heavy Rain,Normal,2,110
2025-01-28,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,29,22,89.8,0.66,Clear,Normal,3,47
2025-01-28,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,46,18,90.1,0.65,Clear,Normal,5,68
2025-01-28,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,57,12,97.6,0.13,Clear,Normal,2,86
2025-01-28,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,76,0,96.3,0.44,Clear,Normal,3,110
2025-01-28,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,41,11,63.4,0.5,Clear,Normal,5,47
2025-01-28,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,71,19,58.5,0.81,Clear,Normal,8,68
2025-01-28,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,84,38,65.9,0.29,Clear,Normal,8,86
2025-01-28,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,112,53,65.8,0.67,Clear,Normal,7,110
2025-01-28,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,72,24,36.6,0.83,Clear,Normal,9,47
2025-01-28,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,85,63,49.2,0.39,Clear,Normal,4,68
2025-01-28,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,111,96,50.0,0.41,Clear,Normal,5,86
2025-01-28,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,149,138,49.4,0.62,Clear,Normal,6,110
2025-01-29,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,55,9,47.6,0.79,Light Fog,Normal,4,47
2025-01-29,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,67,31,62.4,0.84,Light Fog,Normal,6,68
2025-01-29,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,62,46,89.3,0.53,Light Fog,Normal,2,86
2025-01-29,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,89,39,82.3,0.17,Light Fog,Normal,9,110
2025-01-29,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,46,26,56.9,0.63,Light Fog,Normal,5,47
2025-01-29,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,50,39,83.0,0.2,Light Fog,Normal,9,68
2025-01-29,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,84,37,66.3,0.66,Light Fog,Normal,8,86
2025-01-29,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,90,52,81.5,0.8,Light Fog,Normal,2,110
2025-01-29,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,50,12,52.1,0.32,Light Fog,Normal,6,47
2025-01-29,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,90,29,46.3,0.37,Light Fog,Normal,8,68
2025-01-29,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,87,67,63.7,0.16,Light Fog,Normal,5,86
2025-01-29,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,129,85,57.1,0.83,Light Fog,Normal,5,110
2025-01-29,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,83,3,31.8,0.66,Light Fog,Normal,8,47
2025-01-29,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,110,53,38.1,0.81,Light Fog,Normal,8,68
2025-01-29,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,130,111,42.7,0.53,Light Fog,Normal,6,86
2025-01-29,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,168,172,43.8,0.97,Light Fog,Normal,7,110
2025-01-30,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,30,0,86.6,0.11,Clear,Normal,3,47
2025-01-30,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,52,0,80.3,0.16,Clear,Normal,9,68
2025-01-30,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,65,0,85.2,0.59,Clear,Normal,8,86
2025-01-30,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,83,0,88.2,0.23,Clear,Normal,7,110
2025-01-30,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,35,17,74.6,0.76,Clear,Normal,9,47
2025-01-30,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,44,19,94.2,0.87,Clear,Normal,3,68
2025-01-30,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,57,11,97.6,0.96,Clear,Normal,2,86
2025-01-30,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,82,0,89.3,0.83,Clear,Normal,9,110
2025-01-30,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,40,23,64.9,0.52,Heavy Rain,Normal,4,47
2025-01-30,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,59,30,70.3,0.51,Clear,Normal,2,68
2025-01-30,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,81,37,68.3,0.57,Clear,Normal,4,86
2025-01-30,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,111,49,66.4,0.5,Clear,Normal,9,110
2025-01-30,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,67,0,39.3,0.74,Heavy Rain,Normal,6,47
2025-01-30,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,81,34,51.7,0.13,Clear,Normal,5,68
2025-01-30,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,109,63,50.9,0.37,Clear,Normal,4,86
2025-01-30,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,151,103,48.7,0.81,Clear,Normal,4,110
2025-01-31,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,36,15,72.3,0.12,Clear,Normal,9,47
2025-01-31,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,52,18,80.3,0.8,Clear,Normal,9,68
2025-01-31,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,59,18,93.8,0.29,Clear,Normal,2,86
2025-01-31,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,78,8,93.8,0.16,Clear,Normal,2,110
2025-01-31,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,32,0,81.5,0.97,Clear,Normal,6,47
2025-01-31,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,47,0,88.2,0.2,Clear,Normal,6,68
2025-01-31,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,60,0,92.7,0.83,Clear,Normal,5,86
2025-01-31,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,76,0,96.3,0.2,Clear,Normal,3,110
2025-01-31,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,46,0,56.6,0.65,Clear,Normal,7,47
2025-01-31,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,65,13,63.9,0.71,Clear,Normal,4,68
2025-01-31,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,85,26,65.1,0.36,Clear,Normal,9,86
2025-01-31,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,110,42,67.0,0.33,Clear,Normal,8,110
2025-01-31,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,66,0,39.9,0.51,Clear,Normal,9,47
2025-01-31,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,88,33,47.6,0.26,Clear,Normal,9,68
2025-01-31,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,124,69,44.8,0.99,Clear,Normal,7,86
2025-01-31,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,141,124,52.2,0.2,Clear,Normal,6,110
2025-02-01,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,33,26,78.8,0.86,Clear,Normal,6,47
2025-02-01,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,47,26,88.7,0.77,Clear,Normal,4,68
2025-02-01,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,65,21,85.2,0.72,Clear,Normal,8,86
2025-02-01,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,85,17,86.1,0.49,Clear,Normal,9,110
2025-02-01,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,70,21,37.5,0.77,Clear,Signal Failure,2,47
2025-02-01,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,44,58,94.2,0.89,Clear,Normal,3,68
2025-02-01,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,63,50,88.3,0.76,Clear,Normal,8,86
2025-02-01,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,75,44,97.6,0.44,Clear,Normal,2,110
2025-02-01,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,48,7,54.2,0.77,Clear,Normal,7,47
2025-02-01,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,70,22,59.3,0.71,Clear,Normal,9,68
2025-02-01,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,89,40,62.2,0.89,Clear,Normal,6,86
2025-02-01,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,108,60,68.2,0.68,Clear,Normal,3,110
2025-02-01,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,62,10,42.5,0.45,Clear,Normal,6,47
2025-02-01,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,83,39,50.4,0.13,Heavy Rain,Normal,7,68
2025-02-01,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,109,70,50.9,0.18,Clear,Normal,8,86
2025-02-01,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,152,110,48.4,0.75,Clear,Normal,6,110
2025-02-02,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,30,40,86.6,0.71,Clear,Normal,3,47
2025-02-02,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,51,37,81.8,0.39,Clear,Normal,8,68
2025-02-02,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,64,36,86.5,0.4,Clear,Normal,7,86
2025-02-02,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,80,31,91.5,0.84,Clear,Normal,4,110
2025-02-02,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,34,50,76.7,0.4,Clear,Normal,8,47
2025-02-02,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,46,51,90.1,0.16,Clear,Normal,5,68
2025-02-02,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,61,45,91.2,0.94,Clear,Normal,6,86
2025-02-02,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,81,37,90.4,0.55,Clear,Normal,8,110
2025-02-02,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,47,5,55.4,0.61,Clear,Normal,9,47
2025-02-02,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,70,19,59.3,0.98,Clear,Normal,4,68
2025-02-02,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,89,37,62.2,0.85,Heavy Rain,Normal,6,86
2025-02-02,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,112,57,65.8,0.8,Clear,Normal,4,110
2025-02-02,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,70,0,37.6,0.89,Clear,Normal,6,47
2025-02-02,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,92,37,45.5,0.49,Clear,Normal,9,68
2025-02-02,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,109,77,50.9,0.17,Clear,Normal,8,86
2025-02-02,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,152,117,48.4,0.8,Clear,Normal,5,110
2025-02-03,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,36,0,72.3,0.78,Clear,Normal,9,47
2025-02-03,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,46,3,90.6,0.35,Clear,Normal,3,68
2025-02-03,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,62,0,89.3,0.32,Clear,Normal,5,86
2025-02-03,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,84,0,87.2,0.43,Clear,Normal,8,110
2025-02-03,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,32,19,81.5,0.16,Clear,Normal,6,47
2025-02-03,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,45,18,92.1,0.66,Clear,Normal,4,68
2025-02-03,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,63,11,88.3,0.47,Clear,Normal,8,86
2025-02-03,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,77,5,95.1,0.76,Clear,Normal,4,110
2025-02-03,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,45,11,57.8,0.48,Clear,Normal,9,47
2025-02-03,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,72,23,57.7,0.98,Clear,Normal,6,68
2025-02-03,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,82,43,67.5,0.61,Clear,Normal,4,86
2025-02-03,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,117,56,63.0,0.97,Clear,Normal,6,110
2025-02-03,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,56,20,47.0,0.3,Clear,Normal,3,47
2025-02-03,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,94,43,44.5,0.59,Clear,Normal,9,68
2025-02-03,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,115,85,48.3,0.75,Clear,Normal,2,86
2025-02-03,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,151,131,48.7,0.65,Clear,Normal,7,110
2025-02-04,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,30,0,86.6,0.86,Clear,Normal,3,47
2025-02-04,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,51,0,81.8,0.51,Clear,Normal,8,68
2025-02-04,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,62,0,89.3,0.56,Clear,Normal,5,86
2025-02-04,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,78,0,93.8,0.81,Clear,Normal,2,110
2025-02-04,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,34,0,76.7,0.25,Clear,Normal,8,47
2025-02-04,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,50,1,83.0,0.12,Clear,Normal,9,68
2025-02-04,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,59,0,94.3,0.88,Clear,Normal,4,86
2025-02-04,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,75,0,97.6,0.78,Clear,Normal,2,110
2025-02-04,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,41,27,63.4,0.19,Clear,Normal,5,47
2025-02-04,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,63,35,65.9,0.18,Clear,Normal,6,68
2025-02-04,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,86,46,64.4,0.57,Clear,Normal,9,86
2025-02-04,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,111,63,66.4,0.35,Clear,Normal,9,110
2025-02-04,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,74,8,35.6,0.92,Clear,Normal,9,47
2025-02-04,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,89,49,47.0,0.6,Clear,Normal,3,68
2025-02-04,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,119,86,46.7,0.92,Clear,Normal,3,86
2025-02-04,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,151,136,48.7,0.64,Clear,Normal,8,110
2025-02-05,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,36,0,72.3,0.18,Clear,Normal,9,47
2025-02-05,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,45,3,92.6,0.39,Clear,Normal,2,68
2025-02-05,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,63,0,87.9,0.7,Clear,Normal,6,86
2025-02-05,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,80,0,91.5,0.98,Clear,Normal,4,110
2025-02-05,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,28,18,93.0,0.6,Clear,Normal,2,47
2025-02-05,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,48,13,86.4,0.29,Heavy Rain,Normal,7,68
2025-02-05,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,60,9,92.7,0.87,Clear,Normal,5,86
2025-02-05,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,75,0,97.6,0.78,Clear,Normal,2,110
2025-02-05,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,40,36,64.9,0.54,Clear,Normal,4,47
2025-02-05,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,62,43,66.9,0.32,Clear,Normal,5,68
2025-02-05,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,81,53,68.3,0.32,Clear,Normal,5,86
2025-02-05,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,106,65,69.5,0.27,Clear,Normal,4,110
2025-02-05,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,61,7,43.2,0.42,Clear,Normal,6,47
2025-02-05,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,82,35,51.0,0.33,Clear,Normal,2,68
2025-02-05,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,114,65,48.7,0.39,Clear,Normal,9,86
2025-02-05,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,141,110,52.2,0.25,Heavy Rain,Normal,5,110
2025-02-06,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,29,21,89.5,0.72,Clear,Normal,2,47
2025-02-06,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,45,17,92.6,0.16,Clear,Normal,2,68
2025-02-06,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,62,10,89.3,0.94,Clear,Normal,5,86
2025-02-06,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,84,3,87.2,0.15,Clear,Normal,8,110
2025-02-06,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,34,0,76.7,0.7,Clear,Normal,8,47
2025-02-06,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,48,1,86.4,0.44,Clear,Normal,7,68
2025-02-06,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,62,0,89.7,0.44,Clear,Normal,7,86
2025-02-06,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,82,0,89.3,0.12,Clear,Normal,9,110
2025-02-06,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,40,16,64.9,0.36,Clear,Normal,4,47
2025-02-06,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,70,23,59.3,0.86,Clear,Normal,6,68
2025-02-06,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,84,41,65.9,0.37,Clear,Normal,8,86
2025-02-06,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,111,56,66.4,0.5,Clear,Normal,9,110
2025-02-06,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,57,13,46.2,0.19,Clear,Normal,7,47
2025-02-06,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,88,37,47.6,0.36,Heavy Rain,Normal,7,68
2025-02-06,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,112,73,49.6,0.37,Clear,Normal,7,86
2025-02-06,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,151,116,48.7,0.89,Clear,Normal,3,110
2025-02-07,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,33,29,78.8,0.17,Clear,Normal,6,47
2025-02-07,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,47,29,88.7,0.49,Clear,Normal,4,68
2025-02-07,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,63,24,87.9,0.57,Clear,Normal,6,86
2025-02-07,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,82,18,89.3,0.54,Clear,Normal,6,110
2025-02-07,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,28,44,93.0,0.7,Clear,Normal,2,47
2025-02-07,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,49,39,84.7,0.12,Clear,Normal,8,68
2025-02-07,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,63,36,88.3,0.49,Clear,Normal,8,86
2025-02-07,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,80,30,91.6,0.25,Clear,Normal,7,110
2025-02-07,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,44,42,59.1,0.31,Clear,Normal,8,47
2025-02-07,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,67,53,62.0,0.81,Clear,Normal,4,68
2025-02-07,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,86,68,64.4,0.64,Clear,Normal,8,86
2025-02-07,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,109,85,67.6,0.47,Clear,Normal,7,110
2025-02-07,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,60,36,43.9,0.53,Clear,Normal,3,47
2025-02-07,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,86,63,48.7,0.52,Clear,Normal,2,68
2025-02-07,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,107,97,51.9,0.28,Clear,Normal,4,86
2025-02-07,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,149,135,49.4,0.63,Clear,Normal,6,110
2025-02-08,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,31,3,83.8,0.56,Clear,Normal,4,47
2025-02-08,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,45,1,92.6,0.84,Heavy Rain,Normal,2,68
2025-02-08,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,65,0,85.2,0.41,Clear,Normal,8,86
2025-02-08,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,83,0,88.2,0.71,Clear,Normal,7,110
2025-02-08,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,28,0,93.0,0.35,Clear,Normal,2,47
2025-02-08,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,47,0,88.2,0.89,Clear,Normal,6,68
2025-02-08,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,61,0,91.2,0.38,Clear,Normal,6,86
2025-02-08,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,75,0,97.6,0.75,Clear,Normal,2,110
2025-02-08,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,41,0,63.4,0.64,Clear,Normal,3,47
2025-02-08,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,68,8,61.1,0.82,Clear,Normal,5,68
2025-02-08,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,81,24,68.3,0.48,Clear,Normal,5,86
2025-02-08,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,104,36,70.8,0.39,Clear,Normal,2,110
2025-02-08,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,64,12,41.2,0.71,Clear,Normal,3,47
2025-02-08,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,89,43,47.0,0.55,Clear,Normal,4,68
2025-02-08,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,120,80,46.3,0.89,Clear,Normal,5,86
2025-02-08,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,146,131,50.4,0.58,Clear,Normal,4,110
2025-02-09,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,29,0,89.5,0.37,Heavy Rain,Normal,2,47
2025-02-09,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,50,0,83.4,0.92,Clear,Normal,7,68
2025-02-09,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,59,0,93.8,0.76,Clear,Normal,2,86
2025-02-09,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,81,0,90.4,0.87,Clear,Normal,5,110
2025-02-09,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,29,12,89.8,0.38,Clear,Normal,3,47
2025-02-09,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,45,8,92.1,0.45,Clear,Normal,4,68
2025-02-09,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,64,1,86.9,0.49,Clear,Normal,9,86
2025-02-09,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,80,0,91.6,0.43,Clear,Normal,7,110
2025-02-09,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,41,30,63.4,0.49,Clear,Normal,5,47
2025-02-09,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,70,38,59.3,0.95,Heavy Rain,Normal,4,68
2025-02-09,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,83,56,66.7,0.67,Heavy Rain,Normal,4,86
2025-02-09,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,106,70,69.5,0.64,Clear,Normal,2,110
2025-02-09,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,60,32,43.9,0.43,Clear,Normal,5,47
2025-02-09,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,79,59,53.0,0.19,Clear,Normal,2,68
2025-02-09,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,104,86,53.4,0.12,Clear,Normal,4,86
2025-02-09,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,141,121,52.2,0.19,Clear,Normal,7,110
2025-02-10,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,35,8,74.4,0.78,Clear,Normal,8,47
2025-02-10,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,49,10,85.1,0.85,Clear,Normal,6,68
2025-02-10,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,62,7,89.3,0.9,Clear,Normal,5,86
2025-02-10,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,80,0,91.5,0.18,Clear,Normal,4,110
2025-02-10,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,35,2,74.6,0.45,Clear,Normal,9,47
2025-02-10,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,47,4,88.2,0.53,Clear,Normal,6,68
2025-02-10,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,59,0,94.3,0.85,Clear,Normal,4,86
2025-02-10,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,76,0,96.3,0.74,Clear,Normal,3,110
2025-02-10,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,42,6,61.9,0.6,Clear,Normal,4,47
2025-02-10,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,73,15,56.9,1.0,Clear,Normal,6,68
2025-02-10,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,78,36,70.9,0.46,Clear,Normal,2,86
2025-02-10,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,111,45,66.4,0.39,Clear,Normal,9,110
2025-02-10,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,61,0,43.2,0.46,Clear,Normal,5,47
2025-02-10,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,100,28,41.9,0.92,Clear,Normal,8,68
2025-02-10,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,119,76,46.7,0.75,Clear,Normal,6,86
